"name","medal_type","gender","country","event","isteam","url_event"
"FREIGANG Laura","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"POPP Alexandra","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"BERGER Ann-Katrin","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"DOORSOUN Sara","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"SENSS Elisa","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"GWINN Giulia","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"BRAND Jule","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"BUEHL Klara","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"ENDEMANN Vivien","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"RAUCH Felicitas","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"ANYOMI Nicole","Bronze Medal","Female","Germany","Women",True,"/en/paris-2024/results/football/women/fnl-000200--"
"TOCCALINO Sofia","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"GORZELANY Agustina","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"RAPOSO RUIZ de los LLANOS Valentina","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"ALONSO Agostina","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"ALBERTARRIO Agustina","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"GRANATTO Maria","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"COSENTINO Cristina","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"SANCHEZ MOCCIA Rocio","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"SAUZE VALDEZ Victoria","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"CAIRO Sofia","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"TRINCHINETTI Eugenia","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"CASAS Lara","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"CASTELLARO MORELLO Juana","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"CAMPOY Maria","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"JANKUNAS Julieta","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"DIAZ de ARMAS Zoe","Bronze Medal","Female","Argentina","Women",True,"/en/paris-2024/results/hockey/women/fnl-000200--"
"BURDICK Cierra","Bronze Medal","Female","United States","Women",True,"/en/paris-2024/results/3x3-basketball/women/fnl-000200--"
"INGSTAD Vilde","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"BREISTOEL Kristine","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"BRATTSET DALE Kari","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"SOLBERG-OESTHASSEL Silje","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"OFTEDAL Stine Bredal","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"MOERK Nora","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"SKOGRAND Stine","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"AARDAHL Maren","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"KRISTIANSEN Veronica","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"SAMS Emily","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"BETHUNE Croix","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"MURPHY Casey","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"COFFEY Samantha","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"FELIX-HOTHAM Jazmin","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"PAUL Mahina","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"LUBIAN Marina","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"OMORUYI Oghosasere Loveth","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"NIGHSWONGER Jenna","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"DAVIDSON Tierna","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"SMITH Sophia","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"HORAN Lindsey","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"SWANSON Mallory","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"WILLIAMS Lynn","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"DUNN Crystal","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"KRUEGER Casey","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"RODMAN Trinity","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"GIRMA Naomi","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"ALBERT Korbin","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"FOX Emily","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"LAVELLE Rose","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"SHAW Jaedyn","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"SONNETT Emily","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"EGONU Paola Ogechi","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"FAHR Sarah Luisa","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"ANTROPOVA Ekaterina","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"VEENENDAAL Anne","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"FOKKE Luna Noa","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"MOES Freeke","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"POST Lisa","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"de WAARD Xan","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"JANSEN Yibbi","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"van LAARHOVEN Renee","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"ALBERS Felice","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"VERSCHOOR Maria","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"KOOLEN Sanne","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"MATLA Frederique","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"BURG Joosje","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"JOCHEMS Marleen","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"SANDERS Pien","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"VEEN Marijn","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"NUNNINK Laura","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"DICKE Pien","Gold Medal","Female","Netherlands","Women",True,"/en/paris-2024/results/hockey/women/fnl-000100--"
"KING Tyla","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"BLYDE Michaela","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"HIRINI Sarah","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"BRUNCKHORST Svenja","Gold Medal","Female","Germany","Women",True,"/en/paris-2024/results/3x3-basketball/women/fnl-000100--"
"SANTOS LISBOA Eduarda","Gold Medal","Female","Brazil","Women",True,"/en/paris-2024/results/beach-volleyball/women/fnl-000100--"
"SILVA RAMOS Ana Patricia","Gold Medal","Female","Brazil","Women",True,"/en/paris-2024/results/beach-volleyball/women/fnl-000100--"
"ESTER RAMOS Laura","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"PIRALKOVA COELLO Isabel","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"ESPAR LLAQUET Anni","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"ORTIZ Bea","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"PEREZ VIVAS Nona","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"CRESPI BARRIGA Paula","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"GREINACHER Sonja","Gold Medal","Female","Germany","Women",True,"/en/paris-2024/results/3x3-basketball/women/fnl-000100--"
"REICHERT Marie","Gold Medal","Female","Germany","Women",True,"/en/paris-2024/results/3x3-basketball/women/fnl-000100--"
"MEVIUS Elisa","Gold Medal","Female","Germany","Women",True,"/en/paris-2024/results/3x3-basketball/women/fnl-000100--"
"NUKU Manaia","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"WAAKA Stacey","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"MILLER Jorja","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"POURI-LANE Risi","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"CAMBI Carlotta","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"de GENNARO Monica","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"ORRO Alessia","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"BOSETTI Caterina Chiara","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"DANESI Anna","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"SYLLA Myriam Fatime","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"GIOVANNINI Gaia","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"SPIRITO Ilaria","Gold Medal","Female","Italy","Women",True,"/en/paris-2024/results/volleyball/women/fnl-000100--"
"RUSHFELDT DEILA Thale","Gold Medal","Female","Norway","Women",True,"/en/paris-2024/results/handball/women/fnl-000100--"
"RUIZ BARRIL Elena","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"PENA Pili","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"FORCA ARIZA Judith","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"CAMUS Paula","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"GARCIA GODOY Maica","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"LEITON ARRONES Paula","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"TERRE Martina","Gold Medal","Female","Spain","Women",True,"/en/paris-2024/results/water-polo/women/fnl-000100--"
"NAEHER Alyssa","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/football/women/fnl-000100--"
"LOYD Jewell","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"PLUM Kelsey","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"IONESCU Sabrina","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"COPPER Kahleah","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"GRAY Chelsea","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"WILSON A'ja","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"STEWART Breanna","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"COLLIER Napheesa","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"TAURASI Diana","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"YOUNG Jackie","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"THOMAS Alyssa","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"GRINER Brittney","Gold Medal","Female","United States","Women",True,"/en/paris-2024/results/basketball/women/fnl-000100--"
"SAILI Alena","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
"WOODMAN-WICKLIFFE Portia","Gold Medal","Female","New Zealand","Women",True,"/en/paris-2024/results/rugby-sevens/women/fnl-000100--"
